code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,for_primary_codes,for_primary_names,for_all_codes,for_all_names,fellowship_holders,fellowship_holders_orcids
FL220100061,Australian Laureate Fellowships,2022,Active,3147256,3369337.0,Australian Catholic University,5204,Cognitive and Computational Psychology,520101; 5204; 520401; 520403,"Child and Adolescent Development; Cognitive and Computational Psychology; Cognition; Learning, Motivation and Emotion",Prof Anne Castles,
FL220100072,Australian Laureate Fellowships,2022,Active,2490704,2667205.0,The Australian National University,4904,Pure Mathematics,4904; 490406; 490410,"Pure Mathematics; Lie Groups, Harmonic and Fourier Analysis; Partial Differential Equations",Prof Andrew Hassell,
FL220100082,Australian Laureate Fellowships,2022,Active,3450896,3693482.0,Queensland University of Technology,4010,Engineering Practice and Education,330206; 4010; 401006; 401102,"Building Science, Technologies and Systems; Engineering Practice and Education; Systems Engineering; Environmentally Sustainable Engineering",Prof Lidia Morawska,0000-0002-0594-9683
FL220100088,Australian Laureate Fellowships,2022,Active,3472660,3725376.0,University of Technology Sydney,4505,"Aboriginal and Torres Strait Islander Peoples, Society and Community",4505; 450518; 450519,"Aboriginal and Torres Strait Islander Peoples, Society and Community; Aboriginal and Torres Strait Islander Peoples and the Law; Aboriginal and Torres Strait Islander Perspectives",Prof Larissa Behrendt,
FL220100099,Australian Laureate Fellowships,2022,Active,3360986,3597909.0,University of Tasmania,3007,Forestry Sciences,3007; 300706; 410205; 440601,Forestry Sciences; Forestry Fire Management; Fire Ecology; Cultural Geography,Prof David Bowman,0000-0001-8075-124X
FL220100117,Australian Laureate Fellowships,2022,Active,2497216,2674247.0,The University of Sydney,5101,Astronomical Sciences,5101; 510104; 510109,Astronomical Sciences; Galactic Astronomy; Stellar Astronomy and Planetary Systems,Prof Timothy Bedding,0000-0001-5222-4661
FL220100137,Australian Laureate Fellowships,2022,Active,3320000,3552166.0,The University of Queensland,5201,Applied and Developmental Psychology,390302; 5201; 520101,Early Childhood Education; Applied and Developmental Psychology; Child and Adolescent Development,Prof Karen Thorpe,0000-0001-8927-4064
FL220100184,Australian Laureate Fellowships,2022,Active,2897256,3102011.0,Monash University,5202,Biological Psychology,5202; 520203,Biological Psychology; Cognitive Neuroscience,Prof Alexander Fornito,
FL220100185,Australian Laureate Fellowships,2022,Active,3269608,3500493.0,Monash University,3206,Medical Biotechnology,310607; 3206; 320602; 340603,Nanobiotechnology; Medical Biotechnology; Medical Biotechnology Diagnostics (Incl. Biosensors); Colloid and Surface Chemistry,Prof Nicolas Voelcker,0000-0002-1536-7804
FL220100191,Australian Laureate Fellowships,2022,Active,2609122,2787507.0,The University of Western Australia,5101,Astronomical Sciences,5101; 510103,Astronomical Sciences; Cosmology and Extragalactic Astronomy,Prof Simon Driver,0000-0001-9491-7327
FL220100202,Australian Laureate Fellowships,2022,Active,3221432,3454363.0,Monash University,5104,Condensed Matter Physics,401810; 5104; 510401; 510402,Nanoscale Characterisation; Condensed Matter Physics; Condensed Matter Characterisation Technique Development; Condensed Matter Imaging,Prof Joanne Etheridge,
DE220100225,Discovery Early Career Researcher Award,2022,Active,419845,452821.0,The University of Sydney,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",020104; 0202; 020203,"Galactic Astronomy; Atomic, Molecular, Nuclear, Particle and Plasma Physics; Particle Physics",Dr Ciaran O'Hare,0000-0003-3803-9384
DE220100241,Discovery Early Career Researcher Award,2022,Active,421540,454649.0,Swinburne University of Technology,0201,Astronomical and Space Sciences,0201; 020105; 020110,Astronomical and Space Sciences; General Relativity and Gravitational Waves; Stellar Astronomy and Planetary Systems,Dr Simon Stevenson,0000-0002-6100-537X
DE220100819,Discovery Early Career Researcher Award,2022,Active,435000,469265.0,The University of Sydney,0201,Astronomical and Space Sciences,0201; 020103,Astronomical and Space Sciences; Cosmology and Extragalactic Astronomy,Dr Manisha Caleb,0000-0002-4079-4648
DE220101082,Discovery Early Career Researcher Award,2022,Active,433182,500240.0,Griffith University,0206,Quantum Physics,0206; 020603; 020604,"Quantum Physics; Quantum Information, Computation and Communication; Quantum Optics",Dr Nora Tischler,0000-0002-4048-2185
DE220101272,Discovery Early Career Researcher Award,2022,Active,439000,473684.0,Macquarie University,0206,Quantum Physics,0206; 020603; 020604,"Quantum Physics; Quantum Information, Computation and Communication; Quantum Optics",Dr Mikolaj Schmidt,0000-0001-9874-0899
FT210100168,ARC Future Fellowships,2021,Active,727138,786913.0,The University of New South Wales,0201,Astronomical and Space Sciences,0201; 020103,Astronomical and Space Sciences; Cosmology and Extragalactic Astronomy,Dr Caroline Foster,0000-0003-0247-1204
DE220100003,Discovery Early Career Researcher Award,2022,Active,450675,517019.0,The University of Queensland,0201,Astronomical and Space Sciences,0201; 020103,Astronomical and Space Sciences; Cosmology and Extragalactic Astronomy,Dr Sarah Sweet,0000-0002-1576-2505
DE220100006,Discovery Early Career Researcher Award,2022,Active,383872,414112.0,The University of Newcastle,0608,Zoology,060103; 060403; 0608; 060803,"Cell Development, Proliferation and Death; Developmental Genetics (Incl. Sex Determination); Zoology; Animal Developmental and Reproductive Biology",Dr Jessie Sutherland,0000-0001-9672-2371
DE220100025,Discovery Early Career Researcher Award,2022,Active,436250,503241.0,The University of Sydney,2002,Cultural Studies,2002; 200204,Cultural Studies; Cultural Theory,Dr Sophie Chao,0000-0002-5434-9238
DE220100027,Discovery Early Career Researcher Award,2022,Active,467754,504642.0,The University of Melbourne,1608,Sociology,160512; 1608; 160805,Social Policy; Sociology; Social Change,Dr Brendan Churchill,0000-0003-3625-4574
DE220100028,Discovery Early Career Researcher Award,2022,Active,432029,465848.0,La Trobe University,1608,Sociology,1608; 160808,Sociology; Sociology and Social Studies of Science and Technology,Dr Adrian Farrugia,
DE220100032,Discovery Early Career Researcher Award,2022,Active,379264,408803.0,The University of Newcastle,0608,Zoology,060103; 060104; 0608; 060803,"Cell Development, Proliferation and Death; Cell Metabolism; Zoology; Animal Developmental and Reproductive Biology",Dr Tessa Lord,0000-0002-1199-0375
DE220100042,Discovery Early Career Researcher Award,2022,Active,435991,497948.0,The Australian National University,2103,Historical Studies,2103; 210301; 210303,Historical Studies; Aboriginal and Torres Strait Islander History; Australian History (Excl. Aboriginal and Torres Strait Islander History),Dr Laura Rademaker,
DE220100044,Discovery Early Career Researcher Award,2022,Active,412944,445472.0,Queensland University of Technology,0906,Electrical and Electronic Engineering,0906; 090607; 090608,Electrical and Electronic Engineering; Power and Energy Systems Engineering (Excl. Renewable Power); Renewable Power and Energy Systems Engineering (Excl. Solar Cells),Dr Yuchen Zhang,0000-0002-1211-2427
DE220100052,Discovery Early Career Researcher Award,2022,Active,437020,472088.0,RMIT University,1205,Urban and Regional Planning,1205; 120506,Urban and Regional Planning; Transport Planning,Dr Chris De Gruyter,0000-0001-5069-3018
DE220100055,Discovery Early Career Researcher Award,2022,Active,451415,486352.0,The University of Melbourne,0908,Food Sciences,030401; 0908; 090801; 090803,Biologically Active Molecules; Food Sciences; Food Chemistry and Molecular Gastronomy (Excl. Wine); Food Nutritional Balance,A/Prof Hafiz Ansar Rasul Suleria,0000-0002-2450-0830
DE220100064,Discovery Early Career Researcher Award,2022,Active,448919,484775.0,Monash University,1801,Law,1801; 180119,Law; Law and Society,A/Prof Marc Trabsky,0000-0002-7123-8062
DE220100071,Discovery Early Career Researcher Award,2022,Active,368000,396254.0,The University of Newcastle,1608,Sociology,1608; 160805; 160806,Sociology; Social Change; Social Theory,Dr Julia Cook,0000-0002-1592-915X
DE220100073,Discovery Early Career Researcher Award,2022,Active,447768,482634.0,The University of Melbourne,2004,Linguistics,170204; 200319; 2004; 200408,"Linguistic Processes (Incl. Speech Production and Comprehension); Aboriginal and Torres Strait Islander Languages; Linguistics; Linguistic Structures (Incl. Grammar, Phonology, Lexicon, Semantics)",Dr Rebecca Defina,0000-0002-3637-1271
DE220100079,Discovery Early Career Researcher Award,2022,Active,423582,456343.0,Griffith University,0502,Environmental Science and Management,0502; 050202; 050207; 060205,Environmental Science and Management; Conservation and Biodiversity; Environmental Rehabilitation (Excl. Bioremediation); Marine and Estuarine Ecology (Incl. Marine Ichthyology),Dr Michael Sievers,0000-0001-7162-1830
DE220100084,Discovery Early Career Researcher Award,2022,Active,447148,482129.0,The University of Newcastle,1904,Performing Arts and Creative Writing,1904; 190409,Performing Arts and Creative Writing; Musicology and Ethnomusicology,A/Prof Helen English,0000-0001-7625-7302
DE220100087,Discovery Early Career Researcher Award,2022,Active,452285,487777.0,The University of Sydney,1701,Psychology,1701; 170101; 170113; 220311,"Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology); Social and Community Psychology; Philosophical Psychology (Incl. Moral Psychology and Philosophy of Action)",Dr Eliane Deschrijver,0000-0003-0387-3539
DE220100094,Discovery Early Career Researcher Award,2022,Active,430000,463535.0,The University of Melbourne,0909,Geomatic Engineering,0909; 090903,Geomatic Engineering; Geospatial Information Systems,Dr Behnam Atazadeh,0000-0001-9295-4220
DE220100096,Discovery Early Career Researcher Award,2022,Active,436032,470558.0,Flinders University,0602,Ecology,0602; 060201; 060801,Ecology; Behavioural Ecology; Animal Behaviour,Dr Benjamin Ashton,0000-0003-3357-0395
DE220100100,Discovery Early Career Researcher Award,2022,Active,440524,475646.0,The University of Queensland,1505,Marketing,1505; 150501; 150502; 150503,Marketing; Consumer-Oriented Product Or Service Development; Marketing Communications; Marketing Management (Incl. Strategy and Customer Relations),A/Prof Felix Septianto,0000-0002-7487-761X
DE220100103,Discovery Early Career Researcher Award,2022,Active,454582,490266.0,Deakin University,1608,Sociology,130202; 1608; 160805; 160809,Curriculum and Pedagogy Theory and Development; Sociology; Social Change; Sociology of Education,Dr Eve Mayes,0000-0001-6741-2489
DE220100110,Discovery Early Career Researcher Award,2022,Active,363354,391629.0,The University of Melbourne,1302,Curriculum and Pedagogy,1302; 130204; 200204,"Curriculum and Pedagogy; English and Literacy Curriculum and Pedagogy (Excl. Lote, Esl and Tesol); Cultural Theory",Dr Sarah Truman,0000-0002-1466-8859
DE220100121,Discovery Early Career Researcher Award,2022,Active,452824,488409.0,The University of Newcastle,0707,Veterinary Sciences,060199; 0707; 070703; 070799,Biochemistry and Cell Biology Not Elsewhere Classified; Veterinary Sciences; Veterinary Diagnosis and Diagnostics; Veterinary Sciences Not Elsewhere Classified,Dr Aleona Swegen,0000-0001-7371-5400
DE220100135,Discovery Early Career Researcher Award,2022,Active,438400,472732.0,RMIT University,0904,Chemical Engineering,0904; 090404; 091209,Chemical Engineering; Membrane and Separation Technologies; Polymers and Plastics,Dr Seungju Kim,0000-0001-8113-6556
DE220100144,Discovery Early Career Researcher Award,2022,Active,446548,482427.0,The Australian National University,0602,Ecology,0602; 060703; 069902; 060202,Ecology; Plant Developmental and Reproductive Biology; Global Change Biology; Community Ecology (Excl. Invasive Species Ecology),Dr Joanne Bennett,0000-0002-7883-3577
DE220100147,Discovery Early Career Researcher Award,2022,Active,457058,522681.0,Swinburne University of Technology,1701,Psychology,160701; 160702; 1701; 170104,"Clinical Social Work Practice; Counselling, Welfare and Community Services; Psychology; Forensic Psychology",Dr Nina Papalia,0000-0002-7978-3751
DE220100154,Discovery Early Career Researcher Award,2022,Active,426000,459556.0,Monash University,1007,Nanotechnology,090605; 091205; 1007; 100711,"Photodetectors, Optical Sensors and Solar Cells; Functional Materials; Nanotechnology; Nanophotonics",Dr Qingdong Ou,0000-0003-2161-2543
DE220100163,Discovery Early Career Researcher Award,2022,Active,411000,443375.0,The University of Adelaide,0303,Macromolecular and Materials Chemistry,0303; 030307; 030601; 030703,Macromolecular and Materials Chemistry; Theory and Design of Materials; Catalysis and Mechanisms of Reactions; Reaction Kinetics and Dynamics,Dr Jack Evans,0000-0001-9521-2601
DE220100165,Discovery Early Career Researcher Award,2022,Active,451900,487677.0,The University of Melbourne,1107,Immunology,110309; 1107; 110704; 111207,Infectious Diseases; Immunology; Cellular Immunology; Molecular Targets,Dr Raissa Fonseca,0000-0001-8202-4871
DE220100185,Discovery Early Career Researcher Award,2022,Active,438712,472750.0,The University of Melbourne,1107,Immunology,060409; 060506; 1107; 110704,Molecular Evolution; Virology; Immunology; Cellular Immunology,Dr Carolien van de Sandt,0000-0002-4155-7433
DE220100188,Discovery Early Career Researcher Award,2022,Active,438582,473129.0,The University of Sydney,0801,Artificial Intelligence and Image Processing,0801; 080107,Artificial Intelligence and Image Processing; Natural Language Processing,Dr Jonathan Kummerfeld,0000-0001-5030-3016
DE220100202,Discovery Early Career Researcher Award,2022,Active,468027,504882.0,Griffith University,2101,Archaeology,2101; 210101; 210102; 210103,"Archaeology; Aboriginal and Torres Strait Islander Archaeology; Archaeological Science; Archaeology of Asia, Africa and the Americas",Dr Jillian Huntley,0000-0002-9701-9925
DE220100203,Discovery Early Career Researcher Award,2022,Active,346646,373887.0,Deakin University,2103,Historical Studies,210202; 2103; 210303,Heritage and Cultural Conservation; Historical Studies; Australian History (Excl. Aboriginal and Torres Strait Islander History),Dr Billy Griffiths,0000-0002-8906-5059
DE220100205,Discovery Early Career Researcher Award,2022,Active,433000,467056.0,Griffith University,0913,Mechanical Engineering,091009; 0913; 091306,Microtechnology; Mechanical Engineering; Microelectromechanical Systems (Mems),Dr Navid Kashaninejad,0000-0002-4385-7771
DE220100206,Discovery Early Career Researcher Award,2022,Active,434605,468510.0,Deakin University,2102,Curatorial and Related Studies,160104; 2102; 210204,Social and Cultural Anthropology; Curatorial and Related Studies; Museum Studies,Dr Jason Gibson,0000-0001-8254-587X
